CP,Localidad,Provincia,,,,
1649,Arroyo Las Animas,Buenos Aires,,,,
1649,Arroyo Llorones,Buenos Aires,,,,
1649,Arroyo Manzano,Buenos Aires,,,,
1649,Arroyo Merlo,Buenos Aires,,,,
1649,Arroyo Mosquito,Buenos Aires,,,,
1649,Arroyo Pereyra,Buenos Aires,,,,
1649,Arroyo Pito,Buenos Aires,,,,
1649,Arroyo Platitos,Buenos Aires,,,,
1649,Lobos Arroyo,Buenos Aires,,,,
1649,Sauce Rio,Buenos Aires,,,,
1649,Tigre,Buenos Aires,,,,
1649,Z Delta S Fernando,Buenos Aires,,,,
1650,Billinghurst,Buenos Aires,,,,
1650,Fernandez Moreno,Buenos Aires,,,,
1650,General San Martin,Buenos Aires,,,,
1650,Lourdes,Buenos Aires,,,,
1650,Migueletes,Buenos Aires,,,,
1650,San Martin,Buenos Aires,,,,
1650,Villa Libertad,Buenos Aires,,,,
1650,Villa Maipu,Buenos Aires,,,,
1651,San Andres,Buenos Aires,,,,
1651,Villa Zagala,Buenos Aires,,,,
1652,Tres De Febrero,Buenos Aires,,,,
1653,Malaver,Buenos Aires,,,,
1653,Villa Ballester,Buenos Aires,,,,
1654,San Martin,Buenos Aires,,,,
1655,Chilavert,Buenos Aires,,,,
1655,Jose Leon Suarez,Buenos Aires,,,,
1657,Loma Hermosa,Buenos Aires,,,,
1657,Pablo Podesta,Buenos Aires,,,,
1657,Remedios De Escalada - Tres De Febrero,Buenos Aires,,,,
1659,Campo De Mayo,Buenos Aires,,,,
1660,Jose Clemente Paz,Buenos Aires,,,,
1661,Bella Vista,Buenos Aires,,,,
1662,Mu¤iz,Buenos Aires,,,,
1663,San Miguel,Buenos Aires,,,,
1664,Manuel Alberti,Buenos Aires,,,,
1664,Trujui,Buenos Aires,,,,
1665,Jose Clemente Paz,Buenos Aires,,,,
1666,Jose Clemente Paz,Buenos Aires,,,,
1667,Alberti,Buenos Aires,,,,
1667,Tortuguitas,Buenos Aires,,,,
1669,Del Viso,Buenos Aires,,,,
1670,Nordelta Tigre,Buenos Aires,,,,
1672,Villa Lynch,Buenos Aires,,,,
1674,Villa Saenz Pe¤a,Buenos Aires,,,,
1675,Villa Raffo,Buenos Aires,,,,
1676,Santos Lugares,Buenos Aires,,,,
1678,Caseros,Buenos Aires,,,,
1682,Martin Coronado,Buenos Aires,,,,
1682,Villa Bosch,Buenos Aires,,,,
1683,Martin Coronado,Buenos Aires,,,,
1684,Ciudad Jardin Del Palomar,Buenos Aires,,,,
1684,El Palomar,Buenos Aires,,,,
1685,Ciudad Jardin El Palomar,Buenos Aires,,,,
1685,El Palomar,Buenos Aires,,,,
1686,Hurlingham,Buenos Aires,,,,
1686,William Morris,Buenos Aires,,,,
1687,Pablo Podesta,Buenos Aires,,,,
1688,Villa Santos Tesei,Buenos Aires,,,,
1688,Villa Tesey,Buenos Aires,,,,
1689,Remedios De Escalada,Buenos Aires,,,,
1689,Villa Tessei,Buenos Aires,,,,
1690,Once De Setiembre,Buenos Aires,,,,
1691,Churruca,Buenos Aires,,,,
1692,El Libertador,Buenos Aires,,,,
1701,Ciudadela,Buenos Aires,,,,
1702,Ciudadela,Buenos Aires,,,,
1703,Jose Ingenieros,Buenos Aires,,,,
1704,Ramos Mejia,Buenos Aires,,,,
1706,Haedo,Buenos Aires,,,,
1707,Domingo Faustino Sarmiento,Buenos Aires,,,,
1708,Moron,Buenos Aires,,,,
1710,Castelar,Buenos Aires,,,,
1712,Castelar,Buenos Aires,,,,
1713,Villa Gobernador Udaondo,Buenos Aires,,,,
1714,Ituzaingo,Buenos Aires,,,,
1715,Barrio Parque Leloir,Buenos Aires,,,,
1716,Libertad,Buenos Aires,,,,
1717,General Rodriguez,Buenos Aires,,,,
1718,San Antonio De Padua,Buenos Aires,,,,
1721,Parque San Martin,Buenos Aires,,,,
1722,Merlo,Buenos Aires,,,,
1723,Agustin Ferrari,Buenos Aires,,,,
1723,Mariano Acosta,Buenos Aires,,,,
1724,Mariano Acosta,Buenos Aires,,,,
1727,Marcos Paz,Buenos Aires,,,,
1731,Villars,Buenos Aires,,,,
1733,Plomer,Buenos Aires,,,,
1735,9 De Abril,Buenos Aires,,,,
1735,El Durazno,Buenos Aires,,,,
1736,Trujui,Buenos Aires,,,,
1737,Kilometro 77,Buenos Aires,,,,
1737,Km 77,Buenos Aires,,,,
1737,La Choza,Buenos Aires,,,,
1738,La Reja,Buenos Aires,,,,
1739,Estacion General Hornos,Buenos Aires,,,,
1740,Cuartel V,Buenos Aires,,,,
1741,Enrique Fynn,Buenos Aires,,,,
1741,General Hornos,Buenos Aires,,,,
1741,General Las Heras,Buenos Aires,,,,
1741,Kilometro 79,Buenos Aires,,,,
1741,Lozano,Buenos Aires,,,,
1741,Parada Km 76,Buenos Aires,,,,
1741,Plomer,Buenos Aires,,,,
1741,Speratti,Buenos Aires,,,,
1742,Paso Del Rey,Buenos Aires,,,,
1743,Moreno,Buenos Aires,,,,
1744,Moreno,Buenos Aires,,,,
1745,La Reja,Buenos Aires,,,,
1746,Francisco Alvarez,Buenos Aires,,,,
1747,General Rodriguez,Buenos Aires,,,,
1748,General Rodriguez,Buenos Aires,,,,
1748,Las Malvinas,Buenos Aires,,,,
1749,General Rodriguez,Buenos Aires,,,,
1750,Las Malvinas,Buenos Aires,,,,
1751,Villa Insuperable,Buenos Aires,,,,
1752,Lomas Del Mirador,Buenos Aires,,,,
1753,Villa Luzuriaga,Buenos Aires,,,,
1754,San Justo,Buenos Aires,,,,
1755,Rafael Castillo,Buenos Aires,,,,
1756,Isidro Casnova,Buenos Aires,,,,
1757,Gregorio De La Ferrere,Buenos Aires,,,,
1757,Gregorio De Laferrere,Buenos Aires,,,,
1758,Gonzalez Catan,Buenos Aires,,,,
1759,Gonzalez Catan,Buenos Aires,,,,
1761,Pontevedra,Buenos Aires,,,,
1763,Virrey Del Pino,Buenos Aires,,,,
1764,Virrey Del Pino,Buenos Aires,,,,
1765,Isidro Casanova,Buenos Aires,,,,
1766,Tablada,Buenos Aires,,,,
1768,Ciudad De Eduardo Madero,Buenos Aires,,,,
1768,Ciudad Madero,Buenos Aires,,,,
1770,Aldo Bonzi,Buenos Aires,,,,
1770,Tapiales,Buenos Aires,,,,
1771,Mercado Central,Buenos Aires,,,,
1772,Villa Celina,Buenos Aires,,,,
1773,Ingeniero Budge,Buenos Aires,,,,
1774,La Salada,Buenos Aires,,,,
1776,9 De Abril,Buenos Aires,,,,
1776,Villa Transradio,Buenos Aires,,,,
1778,Ciudad Evita,Buenos Aires,,,,
1780,B Nuestra Se¤ora De La Paz,Buenos Aires,,,,
1781,Barrio Santa Catalina,Buenos Aires,,,,
1782,M Paz Barrio Martin Fierro,Buenos Aires,,,,
1783,M Paz Barrio La Lonja,Buenos Aires,,,,
1784,M Paz Barrio La Milagrosa,Buenos Aires,,,,
1785,Aldo Bonzi,Buenos Aires,,,,
1786,20 De Junio,Buenos Aires,,,,
1787,M Paz Barrio El Moro,Buenos Aires,,,,
1788,M Paz Barrio Urioste,Buenos Aires,,,,
1789,B Sarmiento Don Rolando,Buenos Aires,,,,
1789,Barrio Sarmiento Don Rolando,Buenos Aires,,,,
1790,M Paz Barrio El Martillo,Buenos Aires,,,,
1791,M Paz Barrio Bernasconi,Buenos Aires,,,,
1792,Barrio Los Aromos San Patricio,Buenos Aires,,,,
1793,Barrio El Zorzal,Buenos Aires,,,,
1793,Marcos Paz B El Zorzal,Buenos Aires,,,,
1801,Canning,Buenos Aires,,,,
1802,Aeropuerto Ezeiza,Buenos Aires,,,,
1803,La Union,Buenos Aires,,,,
1804,Ezeiza,Buenos Aires,,,,
1804,Union Ferroviaria,Buenos Aires,,,,
1805,El Jaguel,Buenos Aires,,,,
1806,Canning,Buenos Aires,,,,
1806,Tristan Suarez,Buenos Aires,,,,
1807,Canning,Buenos Aires,,,,
1808,Vicente Casares,Buenos Aires,,,,
1809,Maximo Paz,Buenos Aires,,,,
1809,Temperley,Buenos Aires,,,,
1811,Alejandro Petion,Buenos Aires,,,,
1812,Carlos Spegazzini,Buenos Aires,,,,
1812,Maximo Paz,Buenos Aires,,,,
1813,Carlos Spegazzini,Buenos Aires,,,,
1814,Ca¤uelas,Buenos Aires,,,,
1815,Uribelarrea,Buenos Aires,,,,
1816,Colonia Santa Rosa,Buenos Aires,,,,
1816,Los Aromos,Buenos Aires,,,,
1816,Ruta 205 Kilometro 57,Buenos Aires,,,,
1816,Ruta 3 Kilometro 75 700,Buenos Aires,,,,
1816,Villa Adriana,Buenos Aires,,,,
1821,Banfield,Buenos Aires,,,,
1822,Valentin Alsina,Buenos Aires,,,,
1822,Villa Caraza,Buenos Aires,,,,
1822,Villa Diamante,Buenos Aires,,,,
1823,Gerli,Buenos Aires,,,,
1824,Lanus,Buenos Aires,,,,
1825,Monte Chingolo,Buenos Aires,,,,
1826,Remedios De Escalada,Buenos Aires,,,,
1827,Banfield,Buenos Aires,,,,
1828,Banfield,Buenos Aires,,,,
1829,Villa Albertina,Buenos Aires,,,,
1831,Villa Fiorito,Buenos Aires,,,,
1832,Lomas De Zamora,Buenos Aires,,,,
1833,Turdera,Buenos Aires,,,,
1834,Temperley,Buenos Aires,,,,
1835,America Unida,Buenos Aires,,,,
1835,Temperley,Buenos Aires,,,,
1836,Llavallol,Buenos Aires,,,,
1837,Sourigues,Buenos Aires,,,,
1838,Luis Guillon,Buenos Aires,,,,
1839,9 De Abril,Buenos Aires,,,,
1840,Ezpeleta Oeste,Buenos Aires,,,,
1841,Monte Grande,Buenos Aires,,,,
1842,El Jaguel,Buenos Aires,,,,
1842,Esteban Echeverria,Buenos Aires,,,,
1842,Monte Grande,Buenos Aires,,,,
1843,Solano,Buenos Aires,,,,
1844,San Jose,Buenos Aires,,,,
1845,Jose Marmol,Buenos Aires,,,,
1846,Adrogue,Buenos Aires,,,,
1846,Almirante Brown,Buenos Aires,,,,
1846,San Jose,Buenos Aires,,,,
1847,Rafael Calzada,Buenos Aires,,,,
1848,Ministro Rivadavia,Buenos Aires,,,,
1849,Claypole,Buenos Aires,,,,
1850,Barrio Don Orione,Buenos Aires,,,,
1851,Malvinas Argentinas,Buenos Aires,,,,
1852,Burzaco,Buenos Aires,,,,
1853,Villa Vatteone,Buenos Aires,,,,
1854,Longchamps,Buenos Aires,,,,
1855,Villa La Florida,Buenos Aires,,,,
1856,Glew,Buenos Aires,,,,
1857,Pereyra,Buenos Aires,,,,
1858,Villa Numancia,Buenos Aires,,,,
1859,Gobernador Costa,Buenos Aires,,,,
1860,Villa Espa¤a,Buenos Aires,,,,
1861,Platanos,Buenos Aires,,,,
1862,Guernica,Buenos Aires,,,,
1863,Zeballos,Buenos Aires,,,,
1864,Alejandro Korn,Buenos Aires,,,,
1865,San Vicente,Buenos Aires,,,,
1866,El Pampero,Buenos Aires,,,,
1867,Santa Rosa,Buenos Aires,,,,
1868,Pi¤eyro,Buenos Aires,,,,
1869,Gerli,Buenos Aires,,,,
1870,Avellaneda,Buenos Aires,,,,
1871,Dock Sud,Buenos Aires,,,,
1872,Sarandi,Buenos Aires,,,,
1873,Crucesita,Buenos Aires,,,,
1874,Villa Dominico,Buenos Aires,,,,
1875,Wilde,Buenos Aires,,,,
1876,Bernal Este,Buenos Aires,,,,
1876,Bernal Oeste,Buenos Aires,,,,
1876,Quilmes,Buenos Aires,,,,
1877,Don Bosco,Buenos Aires,,,,
1878,Quilmes,Buenos Aires,,,,
1879,Quilmes Oeste,Buenos Aires,,,,
1880,Berazategui,Buenos Aires,,,,
1881,San Francisco Solano,Buenos Aires,,,,
1881,Villa La Florida,Buenos Aires,,,,
1882,Ezpeleta Este,Buenos Aires,,,,
1883,Bernal Oeste,Buenos Aires,,,,
1884,Berazategui,Buenos Aires,,,,
1885,Guillermo E Hudson,Buenos Aires,,,,
1886,Ranelagh,Buenos Aires,,,,
1887,Florencio Varela,Buenos Aires,,,,
1888,Florencio Varela,Buenos Aires,,,,
1889,Bosques,Buenos Aires,,,,
1889,Km. 40,Buenos Aires,,,,
1890,Jose Maria Gutierrez,Buenos Aires,,,,
1891,Ingeniero Allan,Buenos Aires,,,,
1892,Villa Brown,Buenos Aires,,,,
1893,Centro Agricola El Pato,Buenos Aires,,,,
1894,Pereyra,Buenos Aires,,,,
1894,Villa Elisa,Buenos Aires,,,,
1895,Arturo Segui,Buenos Aires,,,,
1896,City Bell,Buenos Aires,,,,
1897,Gonnet,Buenos Aires,,,,
1897,Manuel B Gonnet,Buenos Aires,,,,
1898,Gonnet,Buenos Aires,,,,
1898,Joaquin Gorina,Buenos Aires,,,,
1900,La Plata,Buenos Aires,,,,
1900,Los Hornos,Buenos Aires,,,,
1900,Tolosa,Buenos Aires,,,,
1901,Estacion Moreno,Buenos Aires,,,,
1901,Lisandro Olmos Etcheverry,Buenos Aires,,,,
1901,Ringuelet,Buenos Aires,,,,
1902,La Plata,Buenos Aires,,,,
1903,Abasto,Buenos Aires,,,,
1903,Buchanan,Buenos Aires,,,,
1903,Jose Hernandez,Buenos Aires,,,,
1903,Melchor Romero,Buenos Aires,,,,
1904,La Plata,Buenos Aires,,,,
1905,Poblet,Buenos Aires,,,,
1906,La Plata,Buenos Aires,,,,
1907,El Carmen,Buenos Aires,,,,
1907,La Plata,Buenos Aires,,,,
1908,La Plata,Buenos Aires,,,,
1909,Arana,Buenos Aires,,,,
1910,La Plata,Buenos Aires,,,,
1911,Bartolome Bavio,Buenos Aires,,,,
1911,Bme B G Mansilla,Buenos Aires,,,,
1911,Bme Bavio Gral Mansilla,Buenos Aires,,,,
1911,General Mansilla,Buenos Aires,,,,
1911,Jose Ferrari,Buenos Aires,,,,
1911,Kilometro 92,Buenos Aires,,,,
1912,La Plata,Buenos Aires,,,,
1913,Cristino Benavidez,Buenos Aires,,,,
1913,Julio Arditi,Buenos Aires,,,,
1913,Magdalena,Buenos Aires,,,,
1913,Payro R,Buenos Aires,,,,
1914,La Plata,Buenos Aires,,,,
1915,Arbuco,Buenos Aires,,,,
1915,Kilometro 103,Buenos Aires,,,,
1915,Paraje Starache,Buenos Aires,,,,
1915,Roberto Payro,Buenos Aires,,,,
1915,Vieytes,Buenos Aires,,,,
1916,La Plata,Buenos Aires,,,,
1916,Malvinas Argentinas,Buenos Aires,,,,
1917,Luis Chico,Buenos Aires,,,,
1917,Monte Veloz,Buenos Aires,,,,
1917,Veronica,Buenos Aires,,,,
1918,Estacion Gomez,Buenos Aires,,,,
1919,B A Punta Indio,Buenos Aires,,,,
1919,Punta Indio,Buenos Aires,,,,
1921,Alvarez Jonte,Buenos Aires,,,,
1921,Colonia Beethoven,Buenos Aires,,,,
1921,El Rosario,Buenos Aires,,,,
1921,La Primavera,Buenos Aires,,,,
1921,La Talina,Buenos Aires,,,,
1921,Las Tahonas,Buenos Aires,,,,
1921,Los Santos Viejos,Buenos Aires,,,,
1921,Pancho Diaz,Buenos Aires,,,,
1921,Pipinas,Buenos Aires,,,,
1921,Rincon De Noario,Buenos Aires,,,,
1923,Berisso,Buenos Aires,,,,
1924,Beriso,Buenos Aires,,,,
1924,Berisso,Buenos Aires,,,,
1925,Ensenada,Buenos Aires,,,,
1925,Fuerte Barragan,Buenos Aires,,,,
1926,Ensenada,Buenos Aires,,,,
1927,Escuela Naval Militar Rio Santiago,Buenos Aires,,,,
1929,Isla Santiago,Buenos Aires,,,,
1931,Punta Lara,Buenos Aires,,,,
1933,Abasto,Buenos Aires,,,,
1935,Estacion Moreno,Buenos Aires,,,,
1942,Los Talas,Buenos Aires,,,,
1947,Atalaya,Buenos Aires,,,,
1948,Empalme Magdalena,Buenos Aires,,,,
1952,Punta Indio,Buenos Aires,,,,
1954,Pipinas,Buenos Aires,,,,
1972,Oliden,Buenos Aires,,,,
1980,Campo Lope Seco,Buenos Aires,,,,
1980,Coronel Brandsen,Buenos Aires,,,,
1980,Doyhenard,Buenos Aires,,,,
1980,Kilometro 44,Buenos Aires,,,,
1980,Kilometro 82,Buenos Aires,,,,
1980,La Posada,Buenos Aires,,,,
1980,Los Merinos,Buenos Aires,,,,
1981,B Las Mandarinas,Buenos Aires,,,,
1981,Barrio La Dolly,Buenos Aires,,,,
1981,Desvio Km 55,Buenos Aires,,,,
1981,G Obligado,Buenos Aires,,,,
1981,Kilometro 58,Buenos Aires,,,,
1981,Kilometro 70,Buenos Aires,,,,
1981,Loma Verde,Buenos Aires,,,,
1981,Samborombon,Buenos Aires,,,,
1983,Gomez,Buenos Aires,,,,
1983,Gomez  De La Vega,Buenos Aires,,,,
1983,Gomezÿ De La Vega,Buenos Aires,,,,
1984,Domselaar,Buenos Aires,,,,
1986,Altamirano,Buenos Aires,,,,
1986,Jeppener,Buenos Aires,,,,
1987,Alegre,Buenos Aires,,,,
1987,Cancha Del Pollo,Buenos Aires,,,,
1987,Cuartel 2,Buenos Aires,,,,
1987,Espartillar,Buenos Aires,,,,
1987,Ranchos,Buenos Aires,,,,
2000,Rosario,Santa Fe,,,,
2000,Villa Angelica,Santa Fe,,,,
2001,Rosario,Santa Fe,,,,
2002,Rosario,Santa Fe,,,,
2003,Rosario,Santa Fe,,,,
2004,Rosario,Santa Fe,,,,
2005,Rosario,Santa Fe,,,,
2006,Rosario,Santa Fe,,,,
2007,Rosario,Santa Fe,,,,
2008,Rosario,Santa Fe,,,,
2009,Rosario,Santa Fe,,,,
2010,Rosario,Santa Fe,,,,
2011,Rosario,Santa Fe,,,,
2012,Rosario,Santa Fe,,,,
2013,Rosario,Santa Fe,,,,
2014,Rosario,Santa Fe,,,,
2015,Loma Verde,Santa Fe,,,,
2015,Rosario,Santa Fe,,,,
2020,Zelaya,Buenos Aires,,,,
2025,Manzanares,Buenos Aires,,,,
2032,Villa Astolfi,Buenos Aires,,,,
2045,La Fraternidad,Santa Fe,,,,
2046,Las Malvinas,Santa Fe,,,,
2100,Charigue,Santa Fe,,,,
2101,Albarellos,Santa Fe,,,,
2101,Monte Flores,Santa Fe,,,,
2102,Villa Amelia,Santa Fe,,,,
2103,Coronel Bogado,Santa Fe,,,,
2103,Juan B. Molina,Santa Fe,,,,
2103,Stephenson,Santa Fe,,,,
2104,Juan B Molina,Santa Fe,,,,
2105,Ca¤ada Rica,Santa Fe,,,,
2105,Coronel Dominguez,Santa Fe,,,,
2105,La Carolina,Santa Fe,,,,
2105,La Vanguardia,Santa Fe,,,,
2105,Los Muchachos,Santa Fe,,,,
2105,Pereyra Lucena,Santa Fe,,,,
2105,Sargento Cabral,Santa Fe,,,,
2105,Uranga,Santa Fe,,,,
2106,Sargento Cabral,Santa Fe,,,,
2107,Alvarez,Santa Fe,,,,
2107,Soldini,Santa Fe,,,,
2108,Rosario,Santa Fe,,,,
2108,Soldini,Santa Fe,,,,
2109,Acebal,Santa Fe,,,,
2109,Campo Rueda,Santa Fe,,,,
2109,Carmen Del Sauce,Santa Fe,,,,
2110,Pavon Arriba,Santa Fe,,,,
2111,Francisco Paz,Santa Fe,,,,
2111,Santa Teresa,Santa Fe,,,,
2112,Uranga,Santa Fe,,,,
2113,Peyrano,Santa Fe,,,,
2114,Coronel Dominguez,Santa Fe,,,,
2115,Colonia Valdez,Santa Fe,,,,
2115,La Celia,Santa Fe,,,,
2115,La Othilia,Santa Fe,,,,
2115,Maximo Paz,Santa Fe,,,,
2115,Rodolfo Alcorta,Santa Fe,,,,
2117,Alcorta,Santa Fe,,,,
2117,Loma Verde,Santa Fe,,,,
2117,Pueblo Alcorta,Santa Fe,,,,
2118,Cepeda,Santa Fe,,,,
2118,Empalme Villa Constitucion,Santa Fe,,,,
2118,Pavon,Santa Fe,,,,
2118,Theobad,Santa Fe,,,,
2119,Arminda,Santa Fe,,,,
2119,Bernard,Santa Fe,,,,
2119,Erasto,Santa Fe,,,,
2119,Estacion Erasto,Santa Fe,,,,
2119,Maizales,Santa Fe,,,,
2119,Pi¤ero,Santa Fe,,,,
2120,Pueblo Mu¤oz,Santa Fe,,,,
2121,Perez,Santa Fe,,,,
2122,Pujato,Santa Fe,,,,
2123,Campo Calvo,Santa Fe,,,,
2123,Villa Porucci,Santa Fe,,,,
2123,Colonia Clodomira,Santa Fe,,,,
2123,Coronel Arnold,Santa Fe,,,,
2123,Fuentes,Santa Fe,,,,
2123,Pujato,Santa Fe,,,,
2123,Zavalla,Santa Fe,,,,
2124,Pueblo Nuevo,Santa Fe,,,,
2124,Villa Gobernador Galvez,Santa Fe,,,,
2124,Villa San Diego,Santa Fe,,,,
2125,Zavalla,Santa Fe,,,,
2126,Alvear,Santa Fe,,,,
2126,Fighiera,Santa Fe,,,,
2126,Pueblo Esther,Santa Fe,,,,
2127,General Lagos,Santa Fe,,,,
2127,Rosario,Santa Fe,,,,
2128,Arroyo Seco,Santa Fe,,,,
2128,Posta De San Martin,Santa Fe,,,,
2129,Pueblo Esther,Santa Fe,,,,
2130,Alvear,Santa Fe,,,,
2130,Rosario,Santa Fe,,,,
2131,Coronel Arnold,Santa Fe,,,,
2131,Rosario,Santa Fe,,,,
2132,Funes,Santa Fe,,,,
2133,La Vanguardia,Santa Fe,,,,
2134,Roldan,Santa Fe,,,,
2135,Carmen Del Sauce,Santa Fe,,,,
2136,Correa,Santa Fe,,,,
2136,San Geronimo,Santa Fe,,,,
2136,San Jeronimo Sud,Santa Fe,,,,
2138,Carcara¤a,Santa Fe,,,,
2138,Colonia El Carmen,Santa Fe,,,,
2138,Semino,Santa Fe,,,,
2139,Cha¤ar Ladeado,Santa Fe,,,,
2141,La Salada,Santa Fe,,,,
2142,Campo Medina,Santa Fe,,,,
2142,Ibarlucea,Santa Fe,,,,
2142,Kilometro 323,Santa Fe,,,,
2142,Lucio V. Lopez,Santa Fe,,,,
2142,Luis Palacios,Santa Fe,,,,
2142,Salto Grande,Santa Fe,,,,
2142,Vicente Echeverria,Santa Fe,,,,
2143,Ibarlucea,Santa Fe,,,,
2143,Rosario,Santa Fe,,,,
2144,Campo Horquesco,Santa Fe,,,,
2144,Colonia Medici,Santa Fe,,,,
2144,Larguia,Santa Fe,,,,
2144,Totoras,Santa Fe,,,,
2146,Clason,Santa Fe,,,,
2146,Los Leones,Santa Fe,,,,
2146,San Genaro,Santa Fe,,,,
2147,San Genaro Norte,Santa Fe,,,,
2147,Villa Biota,Santa Fe,,,,
2148,Campo Castro,Santa Fe,,,,
2148,Centeno,Santa Fe,,,,
2148,Villa Guastalla,Santa Fe,,,,
2149,Casas,Santa Fe,,,,
2150,Lucio V Lopez,Santa Fe,,,,
2150,Lucio V.Lopez,Santa Fe,,,,
2151,Clason,Santa Fe,,,,
2152,Granadero Baigorria,Santa Fe,,,,
2153,Las Bandurrias,Santa Fe,,,,
2154,Capitan Bermudez,Santa Fe,,,,
2154,Juan Ortiz,Santa Fe,,,,
2154,Kilometro 319,Santa Fe,,,,
2154,Villa Cassini,Santa Fe,,,,
2156,A D G S Lorenzo,Santa Fe,,,,
2156,Borghi,Santa Fe,,,,
2156,F Mtar S Lorenzo,Santa Fe,,,,
2156,Fray Luis Beltran,Santa Fe,,,,
2156,Granaderos,Santa Fe,,,,
2156,Tte H Bouchard,Santa Fe,,,,
2156,Villa Garibaldi,Santa Fe,,,,
2156,Villa Margarita,Santa Fe,,,,
2158,Fray Luis Beltran,Santa Fe,,,,
2170,Candelaria Sud,Santa Fe,,,,
2170,Casilda,Santa Fe,,,,
2170,Colonia Candelaria,Santa Fe,,,,
2170,Colonia La Costa,Santa Fe,,,,
2173,Campo Pesoa,Santa Fe,,,,
2173,Chabas,Santa Fe,,,,
2173,La Merced,Santa Fe,,,,
2173,Sanford,Santa Fe,,,,
2173,Villada,Santa Fe,,,,
2174,Sanford,Santa Fe,,,,
2175,Barlett,Santa Fe,,,,
2175,Villa Mugueta,Santa Fe,,,,
2176,Villada,Santa Fe,,,,
2177,Bigand,Santa Fe,,,,
2179,Bombal,Santa Fe,,,,
2181,Los Molinos,Santa Fe,,,,
2183,Arequito,Santa Fe,,,,
2183,La Viuda,Santa Fe,,,,
2183,Los Nogales,Santa Fe,,,,
2183,Pueblo Arequito,Santa Fe,,,,
2184,Los Nogales,Santa Fe,,,,
2185,C Toscana Primera,Santa Fe,,,,
2185,C Toscana Segunda,Santa Fe,,,,
2185,Campo Crenna,Santa Fe,,,,
2185,S.J. De La Esquina,Santa Fe,,,,
2185,San Jose De La Esquina,Santa Fe,,,,
2186,San Jose De La Esquina,Santa Fe,,,,
2187,Arteaga,Santa Fe,,,,
2187,C Lago Di Como,Santa Fe,,,,
2189,Colonia Los Vascos,Santa Fe,,,,
2189,Cruz Alta,Cordoba,,,,
2200,Las Quintas,Santa Fe,,,,
2200,P De S Lorenzo,Cordoba,,,,
2200,Pino De S Lorenzo,Santa Fe,,,,
2200,San Lorenzo,Santa Fe,,,,
2201,Ricardone,Santa Fe,,,,
2202,Cerana,Santa Fe,,,,
2202,Cullen,Santa Fe,,,,
2202,El Transito,Santa Fe,,,,
2202,Pueblo Kirston,Santa Fe,,,,
2202,Puerto Gral San Martin,Santa Fe,,,,
2204,Jesus Maria,Santa Fe,,,,
2204,Timbues,Santa Fe,,,,
2204,Timbues Jose Maria,Santa Fe,,,,
2206,Campo Paletta,Santa Fe,,,,
2206,Oliveros,Santa Fe,,,,
2206,Rincon De Grondona,Santa Fe,,,,
2208,Gaboto,Santa Fe,,,,
2208,Maciel,Santa Fe,,,,
2208,Puerto Gaboto,Santa Fe,,,,
2209,Maciel,Santa Fe,,,,
2212,Campo Galloso,Santa Fe,,,,
2212,Monje,Santa Fe,,,,
2214,Aldao,Santa Fe,,,,
2215,Andino,Santa Fe,,,,
2216,C Tres Marias,Santa Fe,,,,
2216,Campo Raffo,Santa Fe,,,,
2216,Serodino,Santa Fe,,,,
2218,Carrizales,Santa Fe,,,,
2218,Clarke,Santa Fe,,,,
2222,Diaz,Santa Fe,,,,
2223,Pinzon,Buenos Aires,,,,
2240,Campo Garcia,Santa Fe,,,,
2240,Campo Moure,Santa Fe,,,,
2240,Carcel M Coronda,Santa Fe,,,,
2240,Colonia Corondina,Santa Fe,,,,
2240,Coronda,Santa Fe,,,,
2241,Larrechea,Santa Fe,,,,
2242,Arijon,Santa Fe,,,,
2242,Arocena,Santa Fe,,,,
2242,Desvio Arijon,Santa Fe,,,,
2242,Puente Colastine,Santa Fe,,,,
2243,San Fabian,Santa Fe,,,,
2244,Arocena,Santa Fe,,,,
2244,Desvio Arijon,Santa Fe,,,,
2245,Barrio Caima,Santa Fe,,,,
2246,Barrancas,Santa Fe,,,,
2246,Puerto Aragon,Santa Fe,,,,
2248,B De Irigoyen,Santa Fe,,,,
2248,Bernardo De Irigoyen,Santa Fe,,,,
2248,Campo Brarda,Santa Fe,,,,
2248,Campo Carignano,Santa Fe,,,,
2248,Campo Genero,Santa Fe,,,,
2248,Casalegno,Santa Fe,,,,
2249,Irigoyen,Santa Fe,,,,
2252,Colonia Piaggio,Santa Fe,,,,
2252,Galvez,Santa Fe,,,,
2253,Campo Gimenez,Santa Fe,,,,
2253,Gessler,Santa Fe,,,,
2253,Larrechea,Santa Fe,,,,
2253,Loma Alta,Santa Fe,,,,
2253,Oro¤o,Santa Fe,,,,
2254,Gessler,Santa Fe,,,,
2254,Loma Alta,Santa Fe,,,,
2255,Campo Rodriguez,Santa Fe,,,,
2255,Lopez,Santa Fe,,,,
2255,Rigby,Santa Fe,,,,
2255,S Martin De Tours,Santa Fe,,,,
2256,San Eugenio,Santa Fe,,,,
2257,Colonia Belgrano,Santa Fe,,,,
2257,Granadero B Bustos,Santa Fe,,,,
2257,Wildermuth,Santa Fe,,,,
2258,Campo Quiqones,Santa Fe,,,,
2258,S C De Buena Vista,Santa Fe,,,,
2258,Santa Clara,Santa Fe,,,,
2258,Santa Clara De Buena Vista,Santa Fe,,,,
2261,Urquiza,Buenos Aires,,,,
