CP,Localidad,Provincia,,,,
4322,Los Herreros,Santiago Del Estero,,,,
4322,Los Puestos,Santiago Del Estero,,,,
4322,Los Puntos,Santiago Del Estero,,,,
4322,Maco,Santiago Del Estero,,,,
4322,Maderas,Santiago Del Estero,,,,
4322,Maria Delicia,Santiago Del Estero,,,,
4322,Nueva Industria,Santiago Del Estero,,,,
4322,Palermo,Santiago Del Estero,,,,
4322,Quishca,Santiago Del Estero,,,,
4322,Quita Punco,Santiago Del Estero,,,,
4322,Remansito,Santiago Del Estero,,,,
4322,Rio De Gallo,Santiago Del Estero,,,,
4322,Rivadavia,Santiago Del Estero,,,,
4322,Sainquen Punco,Santiago Del Estero,,,,
4322,San Cayetano,Santiago Del Estero,,,,
4322,San Javier,Santiago Del Estero,,,,
4322,San Lorenzo,Santiago Del Estero,,,,
4322,San Martin,Santiago Del Estero,,,,
4322,San Ramon,Santiago Del Estero,,,,
4322,San Roque,Santiago Del Estero,,,,
4322,San Vicente,Santiago Del Estero,,,,
4322,Santa Cruz,Santiago Del Estero,,,,
4322,Santa Rita,Santiago Del Estero,,,,
4322,Santa Rosa,Santiago Del Estero,,,,
4322,Sepulturas,Santiago Del Estero,,,,
4322,Suri Pozo,Santiago Del Estero,,,,
4322,Taperas,Santiago Del Estero,,,,
4322,Trancas,Santiago Del Estero,,,,
4322,Tres Cha¤ares,Santiago Del Estero,,,,
4322,Vila Isla,Santiago Del Estero,,,,
4322,Yaso,Santiago Del Estero,,,,
4324,Blanca,Santiago Del Estero,,,,
4324,Carbon Pozo,Santiago Del Estero,,,,
4324,Cazadores,Santiago Del Estero,,,,
4324,Collujlioj,Santiago Del Estero,,,,
4324,Concepcion,Santiago Del Estero,,,,
4324,Coraspino,Santiago Del Estero,,,,
4324,Diaspa,Santiago Del Estero,,,,
4324,El Bajo,Santiago Del Estero,,,,
4324,El Empachado,Santiago Del Estero,,,,
4324,El Juncal,Santiago Del Estero,,,,
4324,Garza,Santiago Del Estero,,,,
4324,Guaipi,Santiago Del Estero,,,,
4324,Hornillos,Santiago Del Estero,,,,
4324,La Blanca,Santiago Del Estero,,,,
4324,La Cruz,Santiago Del Estero,,,,
4324,La Falda,Santiago Del Estero,,,,
4324,La Overa,Santiago Del Estero,,,,
4324,Lapa,Santiago Del Estero,,,,
4324,Molle,Santiago Del Estero,,,,
4324,Nueve Mistoles,Santiago Del Estero,,,,
4324,Percas,Santiago Del Estero,,,,
4324,Pozo,Santiago Del Estero,,,,
4324,Pozo Moro,Santiago Del Estero,,,,
4324,Pozo Mosoj,Santiago Del Estero,,,,
4324,Quimilloj,Santiago Del Estero,,,,
4324,Rosiyulloj,Santiago Del Estero,,,,
4324,San Enrique,Santiago Del Estero,,,,
4324,San Jose,Santiago Del Estero,,,,
4324,San Jose De Flores,Santiago Del Estero,,,,
4324,San Marcos,Santiago Del Estero,,,,
4324,San Pedro,Santiago Del Estero,,,,
4324,Taboada Estacion,Santiago Del Estero,,,,
4324,Taco Huaco,Santiago Del Estero,,,,
4324,Taco Suyo,Santiago Del Estero,,,,
4324,Toro Pozo,Santiago Del Estero,,,,
4324,Yacano,Santiago Del Estero,,,,
4324,Yalan,Santiago Del Estero,,,,
4326,Ave Maria,Santiago Del Estero,,,,
4326,Caloj,Santiago Del Estero,,,,
4326,Chu¤a Palma,Santiago Del Estero,,,,
4326,Codo Pozo,Santiago Del Estero,,,,
4326,Collun-Lioj,Santiago Del Estero,,,,
4326,Conchayos,Santiago Del Estero,,,,
4326,Consul¤oj,Santiago Del Estero,,,,
4326,Coro Abra,Santiago Del Estero,,,,
4326,Cruz Pozo,Santiago Del Estero,,,,
4326,Guardia,Santiago Del Estero,,,,
4326,Gui¤ao,Santiago Del Estero,,,,
4326,Lugones,Santiago Del Estero,,,,
4326,Novillo,Santiago Del Estero,,,,
4326,Paaj Rodeo,Santiago Del Estero,,,,
4326,Paso Grande,Santiago Del Estero,,,,
4326,Paso Mosoj,Santiago Del Estero,,,,
4326,Pozo Marcado,Santiago Del Estero,,,,
4326,Puesto Los Marcos,Santiago Del Estero,,,,
4326,Punta Corral,Santiago Del Estero,,,,
4326,Punta Pozo,Santiago Del Estero,,,,
4326,R Provincial 130,Santiago Del Estero,,,,
4326,Ruta Nacional 34,Santiago Del Estero,,,,
4326,Ruta Provincial 11,Santiago Del Estero,,,,
4326,Ruta Provincial 17,Santiago Del Estero,,,,
4326,Ruta Provincial 40,Santiago Del Estero,,,,
4326,Ruta Provincial 5,Santiago Del Estero,,,,
4326,Ruta Provincial 8,Santiago Del Estero,,,,
4326,San Antonio,Santiago Del Estero,,,,
4326,San Isidro,Santiago Del Estero,,,,
4326,San Jose,Santiago Del Estero,,,,
4326,San Luis,Santiago Del Estero,,,,
4326,San Pedro,Santiago Del Estero,,,,
4326,Santo Domingo,Santiago Del Estero,,,,
4326,Sauce Bajada,Santiago Del Estero,,,,
4326,Zapi Pozo,Santiago Del Estero,,,,
4328,Brealoj,Santiago Del Estero,,,,
4328,Cha¤ar Pozo,Santiago Del Estero,,,,
4328,Colonia Isla,Santiago Del Estero,,,,
4328,El Trece,Santiago Del Estero,,,,
4328,Gua¤agasta,Santiago Del Estero,,,,
4328,Herrera,Santiago Del Estero,,,,
4328,Lujan,Santiago Del Estero,,,,
4328,Mailin,Santiago Del Estero,,,,
4328,Mallin Viejo,Santiago Del Estero,,,,
4328,Moconza,Santiago Del Estero,,,,
4328,Represa,Santiago Del Estero,,,,
4328,Rincon De La Espza,Santiago Del Estero,,,,
4328,S Antonio De Copo,Santiago Del Estero,,,,
4328,Salviaioj Gaitan,Santiago Del Estero,,,,
4328,San Ramon,Santiago Del Estero,,,,
4328,Taco Atun,Santiago Del Estero,,,,
4328,Tala,Santiago Del Estero,,,,
4332,Blanca Pozo,Santiago Del Estero,,,,
4332,Bracho,Santiago Del Estero,,,,
4332,Colonia Dora,Santiago Del Estero,,,,
4332,Libanesa,Santiago Del Estero,,,,
4332,Puente Negro,Santiago Del Estero,,,,
4332,Sunchituyoj,Santiago Del Estero,,,,
4332,Tacon Esquina,Santiago Del Estero,,,,
4334,Ica¤o,Santiago Del Estero,,,,
4334,La Costa,Santiago Del Estero,,,,
4334,Lago Muyoj,Santiago Del Estero,,,,
4334,Mal Paso,Santiago Del Estero,,,,
4334,Oro Pampa,Santiago Del Estero,,,,
4334,Pozo Cabado,Santiago Del Estero,,,,
4334,Tiestituyos,Santiago Del Estero,,,,
4334,Toro Pampa,Santiago Del Estero,,,,
4334,Tronco Blanco,Santiago Del Estero,,,,
4334,Yacasnioj,Santiago Del Estero,,,,
4335,Real Sayana,Santiago Del Estero,,,,
4336,Abra Grande,Santiago Del Estero,,,,
4336,Cerrillo,Santiago Del Estero,,,,
4336,El Diamante,Santiago Del Estero,,,,
4336,Huyamampa,Santiago Del Estero,,,,
4336,La Aurora,Santiago Del Estero,,,,
4336,Los Herreras,Santiago Del Estero,,,,
4336,Los Marcos,Santiago Del Estero,,,,
4336,Palos Quemados,Santiago Del Estero,,,,
4336,Pampa Mayo,Santiago Del Estero,,,,
4336,San Felix,Santiago Del Estero,,,,
4336,San Nicolas,Santiago Del Estero,,,,
4336,San Pedro,Santiago Del Estero,,,,
4336,Simbol Ca¤ada,Santiago Del Estero,,,,
4338,Bajo Grande,Santiago Del Estero,,,,
4338,Bayo Muerto,Santiago Del Estero,,,,
4338,Clodomira,Santiago Del Estero,,,,
4338,Condor Huasi,Santiago Del Estero,,,,
4338,El Favorito,Santiago Del Estero,,,,
4338,Favorita,Santiago Del Estero,,,,
4338,Jumi Pozo,Santiago Del Estero,,,,
4338,Kilometro 629,Santiago Del Estero,,,,
4338,Laguna Larga,Santiago Del Estero,,,,
4338,Las Chacras,Santiago Del Estero,,,,
4338,Negra Muerta,Santiago Del Estero,,,,
4338,Palmares,Santiago Del Estero,,,,
4338,Palmitas,Santiago Del Estero,,,,
4338,Rumios,Santiago Del Estero,,,,
4338,S Francisco Lvlle,Santiago Del Estero,,,,
4338,S Rosa De Vitervo,Santiago Del Estero,,,,
4338,San Felipe,Santiago Del Estero,,,,
4338,San Isidro,Santiago Del Estero,,,,
4338,San Javier,Santiago Del Estero,,,,
4338,San Pablo,Santiago Del Estero,,,,
4338,Santo Domingo,Santiago Del Estero,,,,
4339,Kilometro 645,Santiago Del Estero,,,,
4339,Kilometro 651,Santiago Del Estero,,,,
4339,Las Delicias,Santiago Del Estero,,,,
4339,San Ramon,Santiago Del Estero,,,,
4339,Se¤ora Pujio,Santiago Del Estero,,,,
4340,Simbolar,Santiago Del Estero,,,,
4350,Alejito,Santiago Del Estero,,,,
4350,Ampa,Santiago Del Estero,,,,
4350,Azogasta,Santiago Del Estero,,,,
4350,Carretero,Santiago Del Estero,,,,
4350,Codo Bajada,Santiago Del Estero,,,,
4350,Corral Grande,Santiago Del Estero,,,,
4350,Cruz Chula,Santiago Del Estero,,,,
4350,Cruz Loma,Santiago Del Estero,,,,
4350,Dolores,Santiago Del Estero,,,,
4350,Dos Hermanos,Santiago Del Estero,,,,
4350,El Quemado,Santiago Del Estero,,,,
4350,El Sauce,Santiago Del Estero,,,,
4350,Guaype,Santiago Del Estero,,,,
4350,Iuchan,Santiago Del Estero,,,,
4350,Jumi Pozo,Santiago Del Estero,,,,
4350,Kilometro 443,Santiago Del Estero,,,,
4350,Kilometro 546,Santiago Del Estero,,,,
4350,La Balanza,Santiago Del Estero,,,,
4350,La Reconquista,Santiago Del Estero,,,,
4350,La Reduccion,Santiago Del Estero,,,,
4350,Laspa,Santiago Del Estero,,,,
4350,Laureles,Santiago Del Estero,,,,
4350,Lincho,Santiago Del Estero,,,,
4350,Lojlo,Santiago Del Estero,,,,
4350,Lote 15,Santiago Del Estero,,,,
4350,Nueva Granada,Santiago Del Estero,,,,
4350,Padua,Santiago Del Estero,,,,
4350,Palermo,Santiago Del Estero,,,,
4350,Pampa Pozo,Santiago Del Estero,,,,
4350,Pozo Grande,Santiago Del Estero,,,,
4350,Puente Rio Salado,Santiago Del Estero,,,,
4350,Punco,Santiago Del Estero,,,,
4350,Repecho Diaz,Santiago Del Estero,,,,
4350,Repecho Montenegro,Santiago Del Estero,,,,
4350,Rodeo Bajada,Santiago Del Estero,,,,
4350,San Antonio,Santiago Del Estero,,,,
4350,San Carlos,Santiago Del Estero,,,,
4350,San Francisco,Santiago Del Estero,,,,
4350,San Pedro,Santiago Del Estero,,,,
4350,San Ramon,Santiago Del Estero,,,,
4350,San Simon,Santiago Del Estero,,,,
4350,Santa Maria,Santiago Del Estero,,,,
4350,Sin Descanso,Santiago Del Estero,,,,
4350,Suncho Corral,Santiago Del Estero,,,,
4350,Suri,Santiago Del Estero,,,,
4350,Tres Hermanas,Santiago Del Estero,,,,
4351,Campo Verde,Santiago Del Estero,,,,
4351,El Carmen,Santiago Del Estero,,,,
4351,El Palomar,Santiago Del Estero,,,,
4351,El Pertigo,Santiago Del Estero,,,,
4351,Floresta,Santiago Del Estero,,,,
4351,Huacanitas,Santiago Del Estero,,,,
4351,Kiska Loro,Santiago Del Estero,,,,
4351,La Potocha,Santiago Del Estero,,,,
4351,Las Randas,Santiago Del Estero,,,,
4351,Las Tinajas,Santiago Del Estero,,,,
4351,Lote S,Santiago Del Estero,,,,
4351,Mistol Pampa,Santiago Del Estero,,,,
4351,Pampa Muyoj,Santiago Del Estero,,,,
4351,Punta De Rieles,Santiago Del Estero,,,,
4351,San Luis,Santiago Del Estero,,,,
4351,Santa Rosa,Santiago Del Estero,,,,
4351,Segundo Pozo,Santiago Del Estero,,,,
4351,Simbolar,Santiago Del Estero,,,,
4351,Stayle,Santiago Del Estero,,,,
4351,Surihuaya,Santiago Del Estero,,,,
4351,Tabeanita,Santiago Del Estero,,,,
4351,Tabiana,Santiago Del Estero,,,,
4351,Tres Pozos,Santiago Del Estero,,,,
4351,Villa Brana,Santiago Del Estero,,,,
4351,Villa Fanny,Santiago Del Estero,,,,
4351,Weisburd,Santiago Del Estero,,,,
4351,Yuchan,Santiago Del Estero,,,,
4352,25 De Mayo,Santiago Del Estero,,,,
4353,Aibal,Santiago Del Estero,,,,
4353,Alza Nueva,Santiago Del Estero,,,,
4353,Amama,Santiago Del Estero,,,,
4353,Armonia,Santiago Del Estero,,,,
4353,Bella Vista,Santiago Del Estero,,,,
4353,Campo Limpio,Santiago Del Estero,,,,
4353,Cartavio,Santiago Del Estero,,,,
4353,Ca¤ada Limpia,Santiago Del Estero,,,,
4353,Celestina,Santiago Del Estero,,,,
4353,Colonia Media,Santiago Del Estero,,,,
4353,Colonia San Juan,Santiago Del Estero,,,,
4353,Dolores,Santiago Del Estero,,,,
4353,Dolores Central,Santiago Del Estero,,,,
4353,Dos Hermanas,Santiago Del Estero,,,,
4353,El Aibalito,Santiago Del Estero,,,,
4353,El Bragado,Santiago Del Estero,,,,
4353,El Crucero,Santiago Del Estero,,,,
4353,El Descanso,Santiago Del Estero,,,,
4353,El Negrito,Santiago Del Estero,,,,
4353,El Rosario,Santiago Del Estero,,,,
4353,Jumial Grande,Santiago Del Estero,,,,
4353,Jumialito,Santiago Del Estero,,,,
4353,Juncal Grande,Santiago Del Estero,,,,
4353,La Invernada,Santiago Del Estero,,,,
4353,Los Puentes,Santiago Del Estero,,,,
4353,Lujan,Santiago Del Estero,,,,
4353,Maravilla,Santiago Del Estero,,,,
4353,Maria,Santiago Del Estero,,,,
4353,Mercedes,Santiago Del Estero,,,,
4353,Minerva,Santiago Del Estero,,,,
4353,Nogales,Santiago Del Estero,,,,
4353,Nueva Alza,Santiago Del Estero,,,,
4353,Nueva Colonia,Santiago Del Estero,,,,
4353,Paciencia,Santiago Del Estero,,,,
4353,Palomar,Santiago Del Estero,,,,
4353,Pampa Pozo,Santiago Del Estero,,,,
4353,Pirhuas,Santiago Del Estero,,,,
4353,Puesto De Mena,Santiago Del Estero,,,,
4353,Quimilioj,Santiago Del Estero,,,,
4353,Quis¤a Loro,Santiago Del Estero,,,,
4353,Remansito,Santiago Del Estero,,,,
4353,Rosario,Santiago Del Estero,,,,
4353,Rumi,Santiago Del Estero,,,,
4353,S J Dto Figueroa,Santiago Del Estero,,,,
4353,San Carlos,Santiago Del Estero,,,,
4353,San Felipe,Santiago Del Estero,,,,
4353,San Francisco,Santiago Del Estero,,,,
4353,San Isidro,Santiago Del Estero,,,,
4353,San Luis,Santiago Del Estero,,,,
4353,San Martin,Santiago Del Estero,,,,
4353,San Nicolas,Santiago Del Estero,,,,
4353,San Pablo,Santiago Del Estero,,,,
4353,San Pedro,Santiago Del Estero,,,,
4353,San Ramon,Santiago Del Estero,,,,
4353,San Roque,Santiago Del Estero,,,,
4353,Santa Lucia,Santiago Del Estero,,,,
4353,Santa Maria,Santiago Del Estero,,,,
4353,Santa Rita,Santiago Del Estero,,,,
4353,Santo Domingo,Santiago Del Estero,,,,
4353,Trinidad,Santiago Del Estero,,,,
4353,Tusca Pozo,Santiago Del Estero,,,,
4353,Uturunco,Santiago Del Estero,,,,
4353,Villa Figueroa,Santiago Del Estero,,,,
4353,Villa Gua¤una,Santiago Del Estero,,,,
4353,Yacu Hichacuna,Santiago Del Estero,,,,
4354,Arbolitos,Santiago Del Estero,,,,
4354,Buena Vista,Santiago Del Estero,,,,
4354,C El Simbolar,Santiago Del Estero,,,,
4354,Cachi,Santiago Del Estero,,,,
4354,Campo Verde,Santiago Del Estero,,,,
4354,Candelaria,Santiago Del Estero,,,,
4354,Cavadito,Santiago Del Estero,,,,
4354,Cavado,Santiago Del Estero,,,,
4354,Colonia El Simbolar,Santiago Del Estero,,,,
4354,Cruz Grande,Santiago Del Estero,,,,
4354,El Aibal,Santiago Del Estero,,,,
4354,El Cuello,Santiago Del Estero,,,,
4354,Huritu Huasi,Santiago Del Estero,,,,
4354,Industria Nueva,Santiago Del Estero,,,,
4354,Jume Esquina,Santiago Del Estero,,,,
4354,Kilometro 613,Santiago Del Estero,,,,
4354,La Bota,Santiago Del Estero,,,,
4354,La Brea,Santiago Del Estero,,,,
4354,La Ca¤ada,Santiago Del Estero,,,,
4354,La Concepcion,Santiago Del Estero,,,,
4354,La Cruz,Santiago Del Estero,,,,
4354,La Esperanza,Santiago Del Estero,,,,
4354,La Loma,Santiago Del Estero,,,,
4354,La Paz,Santiago Del Estero,,,,
4354,La Petronila,Santiago Del Estero,,,,
4354,La Primitiva,Santiago Del Estero,,,,
4354,La Ramada,Santiago Del Estero,,,,
4354,La Tapa,Santiago Del Estero,,,,
4354,Lomitas,Santiago Del Estero,,,,
4354,Maco,Santiago Del Estero,,,,
4354,Maderas,Santiago Del Estero,,,,
4354,Remansito,Santiago Del Estero,,,,
4354,Rio De Gallo,Santiago Del Estero,,,,
4354,S M Dto Figueroa,Santiago Del Estero,,,,
4354,San Cayetano,Santiago Del Estero,,,,
4354,San Salvador,Santiago Del Estero,,,,
4354,San Vicente,Santiago Del Estero,,,,
4354,Santa Rosa,Santiago Del Estero,,,,
4354,Sepulturas,Santiago Del Estero,,,,
4354,Trancas,Santiago Del Estero,,,,
4354,Tres Cha¤ares,Santiago Del Estero,,,,
4354,Villa Isla,Santiago Del Estero,,,,
4354,Villa Tolojna,Santiago Del Estero,,,,
4354,Yacu Hurmana,Santiago Del Estero,,,,
4356,Bajo Hondo,Santiago Del Estero,,,,
4356,Casa Alta,Santiago Del Estero,,,,
4356,Colonia Paz,Santiago Del Estero,,,,
4356,Colonia Siegel,Santiago Del Estero,,,,
4356,El Aibal,Santiago Del Estero,,,,
4356,El Canal,Santiago Del Estero,,,,
4356,El Chinchillar,Santiago Del Estero,,,,
4356,El Saladillo,Santiago Del Estero,,,,
4356,Kilometro 494,Santiago Del Estero,,,,
4356,Lagunilla,Santiago Del Estero,,,,
4356,Ledesma,Santiago Del Estero,,,,
4356,Llajta Mauca,Santiago Del Estero,,,,
4356,Lote 29,Santiago Del Estero,,,,
4356,Melero,Santiago Del Estero,,,,
4356,Puente Bajada,Santiago Del Estero,,,,
4356,Rincon Esperanza,Santiago Del Estero,,,,
4356,Roldan,Santiago Del Estero,,,,
4356,S M Del Matara,Santiago Del Estero,,,,
4356,Soledad,Santiago Del Estero,,,,
4356,Taruy,Santiago Del Estero,,,,
4356,Tiun Punco,Santiago Del Estero,,,,
4356,Villa Esquina,Santiago Del Estero,,,,
4356,Villa Matara,Santiago Del Estero,,,,
4357,Matara,Santiago Del Estero,,,,
4400,Belgrano,Salta,,,,
4400,Buena Vista,Salta,,,,
4400,Campo Caseros,Salta,,,,
4400,Chachapoyas,Salta,,,,
4400,Chamical,Salta,,,,
4400,Cobas,Santiago Del Estero,,,,
4400,El Aybal,Santiago Del Estero,,,,
4400,El Prado,Salta,,,,
4400,Estela,Santiago Del Estero,,,,
4400,Huguerillas,Salta,,,,
4400,La Cruz,Salta,,,,
4400,La Isla,Salta,,,,
4400,La Lagunilla,Salta,,,,
4400,La Pedrera,Santiago Del Estero,,,,
4400,La Quesera,Salta,,,,
4400,La Troja,Salta,,,,
4400,Limache,Salta,,,,
4400,Los Noques,Salta,,,,
4400,Rio Ancho,Salta,,,,
4400,Salta,Salta,,,,
4400,Tres Cerritos,Salta,,,,
4401,Antonio Alice,Salta,,,,
4401,Atocha,Salta,,,,
4401,Caldera,Salta,,,,
4401,Calderilla,Salta,,,,
4401,Castellanos,Salta,,,,
4401,Curuzu,Salta,,,,
4401,El Gallinato,Salta,,,,
4401,General Alvarado,Salta,,,,
4401,Humaita,Salta,,,,
4401,Kilometro 1125,Salta,,,,
4401,La Isla,Salta,,,,
4401,La Union,Salta,,,,
4401,Las Costas,Salta,,,,
4401,Lesser,Salta,,,,
4401,Los Alamos,Salta,,,,
4401,Los Mercados,Salta,,,,
4401,Los Sauces,Salta,,,,
4401,Mayo Torito,Salta,,,,
4401,Monte,Salta,,,,
4401,Paredes,Salta,,,,
4401,Pot De Castilla,Salta,,,,
4401,San Alejo,Salta,,,,
4401,Santa Rufina,Salta,,,,
4401,Vaqueros,Salta,,,,
4401,Velardes,Salta,,,,
4401,Villa San Lorenzo,Salta,,,,
4401,Yacones,Salta,,,,
4403,Cebados,Salta,,,,
4403,Cerrillos,Salta,,,,
4403,Colon,Salta,,,,
4403,El Colegio,Salta,,,,
4403,El Huaico,Salta,,,,
4403,F Cno A Colon,Salta,,,,
4403,F Cno Vallisios,Salta,,,,
4403,Finca Colon,Salta,,,,
4403,Finca El Colegio,Salta,,,,
4403,I De La Candelaria,Salta,,,,
4403,Kilometro 1156,Salta,,,,
4403,La Falda,Salta,,,,
4403,La Fama,Salta,,,,
4403,Las Blancas,Salta,,,,
4403,Las Palmas,Salta,,,,
4403,Los Alamos,Salta,,,,
4403,Olmos,Salta,,,,
4403,Paraje Zanjon,Salta,,,,
4403,Piedemonte,Salta,,,,
4403,Rio Ancho,Salta,,,,
4403,Rodeos,Salta,,,,
4403,San Clemente,Salta,,,,
4403,San Miguel,Salta,,,,
4403,Santa Elena,Salta,,,,
4403,Villa Los Tarcos,Salta,,,,
4403,Zanjon,Salta,,,,
4405,Ballenal,Salta,,,,
4405,Camara,Salta,,,,
4405,Carabajal,Salta,,,,
4405,Chorrillos,Salta,,,,
4405,El Carmen,Salta,,,,
4405,El Corralito,Salta,,,,
4405,El Dorado,Salta,,,,
4405,El Manzano,Salta,,,,
4405,El Mollar,Salta,,,,
4405,El Porvenir,Salta,,,,
4405,El Potrero,Salta,,,,
4405,El Pucara,Salta,,,,
4405,El Puyil,Salta,,,,
4405,El Rosal,Salta,,,,
4405,El Timbo,Salta,,,,
4405,La Estela,Salta,,,,
4405,Las Arenas,Salta,,,,
4405,Las Mesadas,Salta,,,,
4405,Las Rosas,Salta,,,,
4405,Media Luna,Salta,,,,
4405,Merced De Arriba,Salta,,,,
4405,Pascha,Salta,,,,
4405,Pie De La Cuesta,Salta,,,,
4405,Rosario De Lerma,Salta,,,,
4407,Alejo De Alberro,Salta,,,,
4407,Campo Quijano,Salta,,,,
4407,El Encon,Salta,,,,
4407,Eltunal,Salta,,,,
4407,Kilometro 1172,Salta,,,,
4407,Las Arcas,Salta,,,,
4407,Potrero De Linares,Salta,,,,
4407,Potrero De Uriburu,Salta,,,,
4407,Virrey Toledo,Salta,,,,
4409,Alfarcito,Salta,,,,
4409,Cerro Bayo,Salta,,,,
4409,Chorrillitos,Salta,,,,
4409,Damian N Torino,Salta,,,,
4409,Diego De Almagro,Salta,,,,
4409,El Alfredito,Salta,,,,
4409,El Alisal,Salta,,,,
4409,El Golgota,Salta,,,,
4409,El Toro,Salta,,,,
4409,Enc. De Tastil,Salta,,,,
4409,G Manuel Sola,Salta,,,,
4409,Gobernador Saravia,Salta,,,,
4409,Huaicondo,Salta,,,,
4409,Incahuasi,Salta,,,,
4409,Incamayo,Salta,,,,
4409,Ingeniero Maury,Salta,,,,
4409,Las Capillas,Salta,,,,
4409,Las Cebadas,Salta,,,,
4409,Las Cuevas,Salta,,,,
4409,Meseta,Salta,,,,
4409,Mina Carolina,Salta,,,,
4409,Puerta De Tastil,Salta,,,,
4409,Quebrada Del Toro,Salta,,,,
4409,Quebrada Muqano,Salta,,,,
4409,S Rosa De Tastil,Salta,,,,
4409,Santa Rosa De Tastil,Salta,,,,
4409,Tacuara,Salta,,,,
4409,Toro,Salta,,,,
4409,Tres Cruces,Salta,,,,
4409,Villa Sola,Salta,,,,
4411,Abra Del Gallo,Salta,,,,
4411,Acazoque,Salta,,,,
4411,Grandes Pastos,Salta,,,,
4411,Juncal,Salta,,,,
4411,Los Patos,Salta,,,,
4411,Mina Julio,Salta,,,,
4411,P De Poyogasta,Salta,,,,
4411,P Esq De Guardia,Salta,,,,
4411,P Mina Concordia,Salta,,,,
4411,P Morro Colorado,Salta,,,,
4411,P Pastos Grandes,Salta,,,,
4411,Paraje Cerro Negro,Salta,,,,
4411,Paraje Cobres,Salta,,,,
4411,Paraje Cortaderas,Salta,,,,
4411,Paraje Las Cuevas,Salta,,,,
4411,Paraje Nacimientos,Salta,,,,
4411,Paraje Pircas,Salta,,,,
4411,Paraje Pizcuno,Salta,,,,
4411,Paraje Uncuru,Salta,,,,
4411,Potrerillos,Salta,,,,
4411,S Ant D Los Cobres,Salta,,,,
4411,S R De L P Grande,Salta,,,,
4411,San Antonio De Los Cobres,Salta,,,,
4411,Sey,Jujuy,,,,
4413,Caipe,Salta,,,,
4413,Catua,Salta,,,,
4413,Cauchari,Salta,,,,
4413,Cauta,Jujuy,,,,
4413,Chachas,Salta,,,,
4413,Chuculaqui,Salta,,,,
4413,Incachuli,Salta,,,,
4413,Juncalito,Salta,,,,
4413,Kilometro 1369,Salta,,,,
4413,Kilometro 1373,Salta,,,,
4413,Kilometro 1424,Salta,,,,
4413,La Casualidad Mina,Salta,,,,
4413,Laguna Seca,Salta,,,,
4413,Los Colorados,Salta,,,,
4413,Mina Tincalaya,Salta,,,,
4413,Olacapanto Chico,Salta,,,,
4413,Olacapanto Grande,Salta,,,,
4413,Paraje Olacapato,Salta,,,,
4413,Quebrada Del Agua,Salta,,,,
4413,Salar De Pocitos,Salta,,,,
4413,Socompa,Salta,,,,
4413,Taca Taca E Fcgb,Salta,,,,
4413,Tolar Chico,Salta,,,,
4413,Tolar Grande,Salta,,,,
4413,U Embarcadero Fcgb,Salta,,,,
4413,Vega De Arizaro,Salta,,,,
4415,Agua Negra,Salta,,,,
4415,Ampata,Salta,,,,
4415,Angostura,Salta,,,,
4415,Atudillo,Salta,,,,
4415,Barro Negro,Salta,,,,
4415,Buena Vista,Salta,,,,
4415,Cangrejillos,Salta,,,,
4415,Cerro Mal Canto,Salta,,,,
4415,Chorro Blanco,Salta,,,,
4415,Cuesta Chica,Salta,,,,
4415,El Candado,Salta,,,,
4415,El Maray,Salta,,,,
4415,El Molino,Salta,,,,
4415,El Nogalar,Salta,,,,
4415,El Potrero,Salta,,,,
4415,El Rodeo,Salta,,,,
4415,El Sunchal,Salta,,,,
4415,El Trigal,Salta,,,,
4415,Finca Belgrano,Salta,,,,
4415,Huayra Huasy,Salta,,,,
4415,La Esperanza,Salta,,,,
4415,La Herradura,Salta,,,,
4415,La Yesera,Salta,,,,
4415,Las Animas,Salta,,,,
4415,Las Cortderas,Salta,,,,
4415,Las Zanjas,Salta,,,,
4415,Loma De Burro,Salta,,,,
4415,Los Laureles,Salta,,,,
4415,Mal Cante,Salta,,,,
4415,Mal Paso,Salta,,,,
4415,Mina San Esteban,Salta,,,,
4415,Mina San Guillermo,Salta,,,,
4415,Mina San Walterio,Salta,,,,
4415,Minas Victoria,Salta,,,,
4415,Molino De Gongora,Salta,,,,
4415,Ojo De Agua,Salta,,,,
4415,Palermo Oeste,Salta,,,,
4415,Payogasta,Salta,,,,
4415,Pie De La Cuesta,Salta,,,,
4415,Piul,Salta,,,,
4415,Pompeya,Salta,,,,
4415,Potrero,Salta,,,,
4415,Pueblo Nuevo,Salta,,,,
4415,Pueblo Viejo,Salta,,,,
4415,Punta De Agua,Salta,,,,
4415,Rio Blanco,Salta,,,,
4415,Rio Toro,Salta,,,,
4415,Rumiarco,Salta,,,,
4415,S Martin La Cuesta,Salta,,,,
4415,Saladillo,Salta,,,,
4415,Tonco,Salta,,,,
4415,Toro Yaco,Salta,,,,
4415,Trigal,Salta,,,,
4415,Valle Encantado,Salta,,,,
4415,Villitas,Salta,,,,
4415,Yacera,Salta,,,,
4416,La Poma,Salta,,,,
4417,Barrio Parabolica,Salta,,,,
4417,Cachi,Salta,,,,
4417,Cachi Adentro,Salta,,,,
4417,Cuesta Del Obispo,Salta,,,,
4417,Escalchi,Salta,,,,
4417,Fuerte Alto,Salta,,,,
4417,Las Arcas,Salta,,,,
4417,Las Pailas,Salta,,,,
4417,Las Trancas,Salta,,,,
4417,Pueblo Viejo,Salta,,,,
4417,Puerta De La Paya,Salta,,,,
